,FL_DATE,DEP_HOUR,MKT_UNIQUE_CARRIER,MKT_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_TIME,CRS_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,DISTANCE,CANCELLED,LATITUDE,LONGITUDE,ELEVATION,MESONET_STATION,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,RANGE,WIDTH,WIND_DIR,WIND_SPD,WIND_GUST,VISIBILITY,TEMPERATURE,DEW_POINT,REL_HUMIDITY,ALTIMETER,LOWEST_CLOUD_LAYER,N_CLOUD_LAYER,LOW_LEVEL_CLOUD,MID_LEVEL_CLOUD,HIGH_LEVEL_CLOUD,CLOUD_COVER,ACTIVE_WEATHER
0,2022-01-01,6,AA,1,AA,1,N106NN,JFK,LAX,2022-01-01 06:57:00,2022-01-01 07:00:00,19,-3,347,2475,0,40.64,-73.77861,13,JFK,2014,Airbus,A321,Medium Range,Narrow-body,180.0,7.0,0.0,8.0,9.39,8.89,96.69,29.92,300.0,2.0,1.0,0.0,0.0,4.0,0.0
1,2022-01-01,8,AA,10,AA,10,N101NN,LAX,JFK,2022-01-01 08:57:00,2022-01-01 09:00:00,20,-3,270,2475,0,33.9425,-118.40806,125,LAX,2013,Airbus,A321,Medium Range,Narrow-body,20.0,6.0,0.0,10.0,12.22,0.61,44.92,29.87,4800.0,1.0,1.0,0.0,0.0,2.0,0.0
2,2022-01-01,0,AA,1003,AA,1003,N830NN,STL,ORD,2022-01-01 00:00:00,2022-01-01 07:05:00,0,0,0,258,2,38.74861,-90.37,618,STL,2010,Boeing,B738,Medium Range,Narrow-body,,,,,,,,,,,,,,,
3,2022-01-01,9,AA,1004,AA,1004,N805NN,ORD,FLL,2022-01-01 09:37:00,2022-01-01 18:30:00,23,907,166,1182,0,41.976944,-87.90806,672,ORD,2009,Boeing,B738,Medium Range,Narrow-body,360.0,9.0,0.0,5.0,2.22,0.61,89.09,29.75,500.0,1.0,1.0,0.0,0.0,4.0,1.0
4,2022-01-01,23,AA,1007,AA,1007,N870NN,CLT,STL,2022-01-01 23:00:00,2022-01-01 22:40:00,16,20,104,575,0,35.21361,-80.949165,748,CLT,2011,Boeing,B738,Medium Range,Narrow-body,220.0,8.0,0.0,10.0,20.0,18.28,89.81,29.79,1500.0,3.0,1.0,0.0,1.0,3.0,0.0
5,2022-01-01,16,AA,1008,AA,1008,N561UW,ATL,DFW,2022-01-01 16:24:00,2022-01-01 16:29:00,30,-5,114,731,0,33.636665,-84.42778,1026,ATL,2012,Airbus,A321,Medium Range,Narrow-body,210.0,5.0,0.0,3.0,21.72,18.89,83.93,29.94,1700.0,3.0,1.0,0.0,0.0,4.0,1.0
6,2022-01-01,12,AA,1008,AA,1008,N561UW,DFW,ATL,2022-01-01 12:25:00,2022-01-01 12:30:00,18,-5,90,731,0,32.89722,-97.03778,607,DFW,2012,Airbus,A321,Medium Range,Narrow-body,360.0,4.0,0.0,7.0,17.22,16.11,93.18,29.62,3700.0,1.0,1.0,0.0,0.0,4.0,1.0
7,2022-01-01,22,AA,1009,AA,1009,N725UW,CLT,CVG,2022-01-01 22:24:00,2022-01-01 22:31:00,11,-7,58,335,0,35.21361,-80.949165,748,CLT,1999,Airbus,A319,Medium Range,Narrow-body,220.0,11.0,0.0,10.0,20.0,17.78,87.03,29.8,1800.0,3.0,1.0,1.0,1.0,3.0,0.0
8,2022-01-01,15,AA,1012,AA,1012,N9011P,STT,PHL,2022-01-01 15:34:00,2022-01-01 15:37:00,78,-3,241,1605,0,18.337223,-64.973335,24,TIST,2013,Airbus,A319,Medium Range,Narrow-body,100.0,12.0,16.0,10.0,28.89,15.61,44.51,30.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2022-01-01,18,AA,1014,AA,1014,N914UY,PHL,MCO,2022-01-01 18:01:00,2022-01-01 18:10:00,17,-9,126,861,0,39.871944,-75.240555,36,PHL,2014,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,2.0,13.28,12.22,93.32,29.76,400.0,1.0,1.0,0.0,0.0,4.0,1.0
10,2022-01-01,22,AA,1015,AA,1015,N929AA,AUS,LAS,2022-01-01 22:07:00,2022-01-01 21:18:00,14,49,155,1090,0,30.194445,-97.67,542,AUS,2017,Airbus,A321,Medium Range,Narrow-body,10.0,6.0,0.0,10.0,25.0,12.22,44.9,29.67,4000.0,2.0,1.0,0.0,1.0,3.0,0.0
11,2022-01-01,6,AA,1018,AA,1018,N166NN,LAS,AUS,2022-01-01 06:51:00,2022-01-01 07:00:00,15,-9,126,1090,0,36.08,-115.15222,2181,LAS,2016,Airbus,A321,Medium Range,Narrow-body,30.0,8.0,0.0,10.0,8.28,-6.11,35.49,29.72,5000.0,2.0,1.0,1.0,0.0,3.0,0.0
12,2022-01-01,6,AA,1019,AA,1019,N764US,SJC,DFW,2022-01-01 06:05:00,2022-01-01 06:10:00,25,-5,172,1438,0,37.363056,-121.92861,62,SJC,2000,Airbus,A319,Medium Range,Narrow-body,0.0,0.0,0.0,10.0,7.78,3.89,76.4,30.02,2000.0,1.0,1.0,0.0,0.0,1.0,0.0
13,2022-01-01,21,AA,102,AA,102,N828AA,HNL,DFW,2022-01-01 21:26:00,2022-01-01 21:20:00,26,6,391,3784,0,21.317778,-157.92027,13,PHNL,2017,Boeing,B789,Long Range,Wide-body,250.0,8.0,0.0,8.0,23.0,20.0,83.21,29.89,1400.0,3.0,1.0,1.0,0.0,3.0,1.0
14,2022-01-01,6,AA,1020,AA,1020,N856NN,DTW,MIA,2022-01-01 06:06:00,2022-01-01 06:06:00,17,0,173,1145,0,42.2125,-83.35333,645,DTW,2010,Boeing,B738,Medium Range,Narrow-body,20.0,3.0,0.0,5.0,6.11,3.28,82.04,29.67,800.0,1.0,1.0,0.0,0.0,4.0,1.0
15,2022-01-01,19,AA,1022,AA,1022,N812AW,LGA,IAH,2022-01-01 19:08:00,2022-01-01 19:15:00,19,-7,222,1416,0,40.77722,-73.8725,21,LGA,2000,Airbus,A319,Medium Range,Narrow-body,0.0,0.0,0.0,5.0,13.28,12.22,93.32,29.73,700.0,2.0,1.0,1.0,0.0,4.0,1.0
16,2022-01-01,21,AA,1023,AA,1023,N908NN,MIA,DTW,2022-01-01 21:25:00,2022-01-01 21:14:00,14,11,143,1145,0,25.795279,-80.29,8,MIA,2012,Boeing,B738,Medium Range,Narrow-body,140.0,11.0,0.0,10.0,26.72,20.61,69.18,30.04,2800.0,1.0,1.0,0.0,0.0,2.0,0.0
17,2022-01-01,7,AA,1025,AA,1025,N572UW,TUS,DFW,2022-01-01 07:26:00,2022-01-01 07:30:00,17,-4,102,813,0,32.11611,-110.94111,2643,TUS,2013,Airbus,A321,Medium Range,Narrow-body,190.0,8.0,0.0,10.0,10.0,8.28,89.04,29.8,3300.0,1.0,1.0,0.0,0.0,4.0,1.0
18,2022-01-01,19,AA,1029,AA,1029,N144AN,PHL,DFW,2022-01-01 19:12:00,2022-01-01 18:40:00,16,32,209,1303,0,39.871944,-75.240555,36,PHL,2015,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,2.0,13.28,12.22,93.32,29.74,400.0,1.0,1.0,0.0,0.0,4.0,1.0
19,2022-01-01,8,AA,1032,AA,1032,N771AN,JFK,MIA,2022-01-01 08:56:00,2022-01-01 09:00:00,19,-4,148,1089,0,40.64,-73.77861,13,JFK,1999,Boeing,B772,Long Range,Wide-body,130.0,5.0,0.0,10.0,9.39,8.89,96.69,29.91,1000.0,2.0,1.0,0.0,0.0,4.0,0.0
20,2022-01-01,23,AA,1033,AA,1033,N770UW,CLT,IND,2022-01-01 23:26:00,2022-01-01 22:57:00,13,29,66,427,0,35.21361,-80.949165,748,CLT,2000,Airbus,A319,Medium Range,Narrow-body,220.0,8.0,0.0,10.0,20.0,18.28,89.81,29.79,1500.0,3.0,1.0,0.0,1.0,3.0,0.0
21,2022-01-01,0,AA,1038,AA,1038,N822AW,ICT,DFW,2022-01-01 00:00:00,2022-01-01 07:40:00,0,0,0,328,2,37.65,-97.43305,1333,ICT,2000,Airbus,A319,Medium Range,Narrow-body,,,,,,,,,,,,,,,
22,2022-01-01,0,AA,1039,AA,1039,N108UW,ORD,MSP,2022-01-01 00:00:00,2022-01-01 18:00:00,0,0,0,334,2,41.976944,-87.90806,672,ORD,1999,Airbus,A320,Medium Range,Narrow-body,,,,,,,,,,,,,,,
23,2022-01-01,15,AA,1040,AA,1040,N581UW,MCO,CLT,2022-01-01 15:40:00,2022-01-01 15:48:00,20,-8,77,468,0,28.429445,-81.30889,96,MCO,2014,Airbus,A321,Medium Range,Narrow-body,200.0,6.0,0.0,10.0,23.28,20.0,81.82,30.12,500.0,1.0,1.0,0.0,0.0,1.0,0.0
24,2022-01-01,20,AA,1041,AA,1041,N812AA,PHL,LAX,2022-01-01 20:11:00,2022-01-01 20:00:00,15,11,323,2402,0,39.871944,-75.240555,36,PHL,2015,Boeing,B788,Long Range,Wide-body,70.0,3.0,0.0,2.5,13.28,12.22,93.32,29.72,400.0,2.0,1.0,0.0,0.0,4.0,1.0
25,2022-01-01,8,AA,1042,AA,1042,N834AW,IND,CLT,2022-01-01 08:01:00,2022-01-01 08:00:00,17,1,66,427,0,39.717224,-86.29472,797,IND,2004,Airbus,A319,Medium Range,Narrow-body,220.0,14.0,0.0,10.0,15.0,13.28,89.44,29.66,8000.0,3.0,0.0,1.0,0.0,4.0,1.0
26,2022-01-01,20,AA,1043,AA,1043,N8009T,CLT,CLE,2022-01-01 20:58:00,2022-01-01 20:49:00,13,9,65,430,0,35.21361,-80.949165,748,CLT,2013,Airbus,A319,Medium Range,Narrow-body,200.0,16.0,0.0,10.0,23.28,18.28,73.49,29.8,3300.0,4.0,1.0,1.0,1.0,4.0,0.0
27,2022-01-01,19,AA,1045,AA,1045,N703UW,MIA,ATL,2022-01-01 19:29:00,2022-01-01 19:03:00,14,26,85,594,0,25.795279,-80.29,8,MIA,1998,Airbus,A319,Medium Range,Narrow-body,140.0,11.0,19.0,10.0,26.72,21.11,71.35,30.06,2600.0,2.0,1.0,0.0,0.0,3.0,0.0
28,2022-01-01,13,AA,1046,AA,1046,N774XF,BOS,AUS,2022-01-01 13:19:00,2022-01-01 13:00:00,23,19,266,1698,0,42.363056,-71.006386,20,BOS,2003,Airbus,A319,Medium Range,Narrow-body,90.0,4.0,0.0,0.25,7.78,7.78,100.0,29.9,400.0,2.0,1.0,0.0,0.0,4.0,1.0
29,2022-01-01,0,AA,1047,AA,1047,N136AN,ORD,DFW,2022-01-01 00:00:00,2022-01-01 20:05:00,0,0,0,801,1,41.976944,-87.90806,672,ORD,2015,Airbus,A321,Medium Range,Narrow-body,,,,,,,,,,,,,,,
30,2022-01-01,14,AA,1048,AA,1048,N765US,DFW,PNS,2022-01-01 14:49:00,2022-01-01 14:35:00,17,14,76,604,0,32.89722,-97.03778,607,DFW,2000,Airbus,A319,Medium Range,Narrow-body,130.0,7.0,0.0,10.0,16.72,15.0,89.57,29.6,3700.0,3.0,1.0,1.0,1.0,4.0,0.0
31,2022-01-01,9,AA,1049,AA,1049,N704US,ATL,MIA,2022-01-01 09:14:00,2022-01-01 09:19:00,16,-5,83,594,0,33.636665,-84.42778,1026,ATL,1998,Airbus,A319,Medium Range,Narrow-body,220.0,9.0,0.0,10.0,21.72,18.89,83.93,29.93,700.0,3.0,1.0,0.0,0.0,4.0,0.0
32,2022-01-01,22,AA,1050,AA,1050,N840NN,MIA,IAH,2022-01-01 22:04:00,2022-01-01 22:10:00,15,-6,134,964,0,25.795279,-80.29,8,MIA,2010,Boeing,B738,Medium Range,Narrow-body,150.0,10.0,19.0,10.0,25.61,21.11,76.19,30.05,2800.0,1.0,1.0,0.0,0.0,2.0,0.0
33,2022-01-01,19,AA,1051,AA,1051,N903AA,ATL,DFW,2022-01-01 19:15:00,2022-01-01 19:21:00,25,-6,123,731,0,33.636665,-84.42778,1026,ATL,2017,Airbus,A321,Medium Range,Narrow-body,220.0,15.0,25.0,10.0,23.89,18.28,70.83,29.86,2800.0,4.0,1.0,0.0,1.0,3.0,0.0
34,2022-01-01,15,AA,1051,AA,1051,N903AA,DFW,ATL,2022-01-01 15:08:00,2022-01-01 15:17:00,27,-9,98,731,0,32.89722,-97.03778,607,DFW,2017,Airbus,A321,Medium Range,Narrow-body,160.0,4.0,0.0,10.0,17.22,14.39,83.42,29.62,3800.0,4.0,1.0,1.0,1.0,3.0,0.0
35,2022-01-01,0,AA,1052,AA,1052,N902NN,AUS,ORD,2022-01-01 00:00:00,2022-01-01 16:39:00,0,0,0,977,2,30.194445,-97.67,542,AUS,2012,Boeing,B738,Medium Range,Narrow-body,,,,,,,,,,,,,,,
36,2022-01-01,21,AA,1054,AA,1054,N932AM,MIA,BOS,2022-01-01 21:04:00,2022-01-01 21:00:00,12,4,165,1258,0,25.795279,-80.29,8,MIA,2017,Airbus,A321,Medium Range,Narrow-body,140.0,11.0,0.0,10.0,26.72,20.61,69.18,30.04,2800.0,1.0,1.0,0.0,0.0,2.0,0.0
37,2022-01-01,6,AA,1055,AA,1055,N192UW,SAN,DFW,2022-01-01 06:53:00,2022-01-01 07:00:00,14,-7,136,1171,0,32.733612,-117.18972,17,SAN,2001,Airbus,A321,Medium Range,Narrow-body,190.0,6.0,0.0,10.0,14.39,9.39,71.9,29.88,4100.0,1.0,1.0,0.0,0.0,3.0,0.0
38,2022-01-01,12,AA,1057,AA,1057,N359PX,SNA,DFW,2022-01-01 12:32:00,2022-01-01 12:29:00,16,3,134,1205,0,33.675556,-117.86833,56,SNA,2017,Boeing,B738,Medium Range,Narrow-body,110.0,3.0,0.0,10.0,11.11,6.11,71.28,29.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2022-01-01,19,AA,1060,AA,1060,N160AN,AUS,DFW,2022-01-01 19:00:00,2022-01-01 18:46:00,9,14,56,190,0,30.194445,-97.67,542,AUS,2016,Airbus,A321,Medium Range,Narrow-body,230.0,8.0,0.0,9.0,25.0,18.28,66.27,29.68,2500.0,3.0,1.0,1.0,1.0,4.0,0.0
40,2022-01-01,16,AA,1060,AA,1060,N160AN,DFW,AUS,2022-01-01 16:51:00,2022-01-01 16:48:00,20,3,43,190,0,32.89722,-97.03778,607,DFW,2016,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,10.0,18.28,14.39,78.05,29.65,6000.0,3.0,1.0,1.0,1.0,3.0,0.0
41,2022-01-01,9,AA,1061,AA,1061,N652AW,JAX,DFW,2022-01-01 09:33:00,2022-01-01 09:25:00,13,8,135,918,0,30.494167,-81.687775,30,JAX,1999,Airbus,A320,Medium Range,Narrow-body,220.0,5.0,0.0,9.0,18.28,18.28,100.0,30.04,500.0,1.0,1.0,0.0,0.0,3.0,0.0
42,2022-01-01,0,AA,1062,AA,1062,N994NN,ORD,STL,2022-01-01 00:00:00,2022-01-01 19:07:00,0,0,0,258,2,41.976944,-87.90806,672,ORD,2016,Boeing,B738,Medium Range,Narrow-body,,,,,,,,,,,,,,,
43,2022-01-01,14,AA,1064,AA,1064,N950NN,DFW,AUS,2022-01-01 14:26:00,2022-01-01 14:27:00,13,-1,42,190,0,32.89722,-97.03778,607,DFW,2014,Boeing,B738,Medium Range,Narrow-body,130.0,7.0,0.0,10.0,16.72,15.0,89.57,29.6,3700.0,3.0,1.0,1.0,1.0,4.0,0.0
44,2022-01-01,12,AA,1065,AA,1065,N159AN,AUS,DFW,2022-01-01 12:42:00,2022-01-01 12:41:00,12,1,35,190,0,30.194445,-97.67,542,AUS,2016,Airbus,A321,Medium Range,Narrow-body,160.0,4.0,0.0,10.0,22.22,19.39,83.99,29.64,2300.0,2.0,1.0,0.0,0.0,4.0,0.0
45,2022-01-01,10,AA,1065,AA,1065,N159AN,DFW,AUS,2022-01-01 10:37:00,2022-01-01 10:40:00,23,-3,40,190,0,32.89722,-97.03778,607,DFW,2016,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,4.0,17.78,16.72,93.54,29.61,2800.0,2.0,1.0,0.0,0.0,4.0,1.0
46,2022-01-01,19,AA,1069,AA,1069,N923NN,MIA,CLT,2022-01-01 19:41:00,2022-01-01 19:40:00,14,1,92,650,0,25.795279,-80.29,8,MIA,2013,Boeing,B738,Medium Range,Narrow-body,140.0,11.0,19.0,10.0,26.72,21.11,71.35,30.06,2600.0,2.0,1.0,0.0,0.0,3.0,0.0
47,2022-01-01,7,AA,1070,AA,1070,N524UW,CLT,AUS,2022-01-01 07:58:00,2022-01-01 08:00:00,15,-2,155,1032,0,35.21361,-80.949165,748,CLT,2009,Airbus,A321,Medium Range,Narrow-body,190.0,7.0,0.0,6.0,18.89,18.28,96.24,29.92,700.0,3.0,1.0,1.0,0.0,4.0,1.0
48,2022-01-01,23,AA,1071,AA,1071,N519UW,LAX,ATL,2022-01-01 23:06:00,2022-01-01 23:04:00,15,2,219,1947,0,33.9425,-118.40806,125,LAX,2009,Airbus,A321,Medium Range,Narrow-body,270.0,7.0,0.0,10.0,15.61,4.39,47.15,30.14,3000.0,2.0,1.0,1.0,0.0,2.0,0.0
49,2022-01-01,17,AA,1072,AA,1072,N102UW,CLT,MKE,2022-01-01 17:38:00,2022-01-01 17:21:00,12,17,99,651,0,35.21361,-80.949165,748,CLT,1998,Airbus,A320,Medium Range,Narrow-body,220.0,11.0,19.0,10.0,23.28,18.28,73.49,29.88,2500.0,3.0,1.0,0.0,1.0,4.0,0.0
50,2022-01-01,11,AA,1073,AA,1073,N815AW,CLT,STL,2022-01-01 11:08:00,2022-01-01 11:10:00,11,-2,92,575,0,35.21361,-80.949165,748,CLT,2000,Airbus,A319,Medium Range,Narrow-body,230.0,11.0,0.0,4.0,20.0,18.89,93.32,29.88,900.0,1.0,1.0,0.0,0.0,4.0,1.0
51,2022-01-01,20,AA,1074,AA,1074,N921NN,JFK,LAS,2022-01-01 20:25:00,2022-01-01 20:30:00,16,-5,329,2248,0,40.64,-73.77861,13,JFK,2013,Boeing,B738,Medium Range,Narrow-body,160.0,4.0,0.0,0.75,11.72,11.11,96.03,29.74,400.0,2.0,1.0,0.0,0.0,4.0,1.0
52,2022-01-01,16,AA,1075,AA,1075,N181UW,DFW,CLT,2022-01-01 16:52:00,2022-01-01 16:55:00,17,-3,116,936,0,32.89722,-97.03778,607,DFW,2001,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,10.0,18.28,14.39,78.05,29.65,6000.0,3.0,1.0,1.0,1.0,3.0,0.0
53,2022-01-01,19,AA,1076,AA,1076,N178US,DFW,BNA,2022-01-01 19:06:00,2022-01-01 19:12:00,30,-6,81,631,0,32.89722,-97.03778,607,DFW,2001,Airbus,A321,Medium Range,Narrow-body,310.0,10.0,0.0,10.0,21.11,13.28,60.89,29.63,3000.0,2.0,1.0,0.0,1.0,3.0,0.0
54,2022-01-01,15,AA,1079,AA,1079,N746UW,STL,LGA,2022-01-01 15:05:00,2022-01-01 15:12:00,12,-7,111,888,0,38.74861,-90.37,618,STL,2000,Airbus,A319,Medium Range,Narrow-body,10.0,7.0,0.0,4.0,2.78,0.61,85.64,29.76,700.0,1.0,1.0,0.0,0.0,4.0,1.0
55,2022-01-01,9,AA,1083,AA,1083,N744P,PHX,AUS,2022-01-01 09:46:00,2022-01-01 09:50:00,13,-4,99,872,0,33.434166,-112.011665,1135,PHX,2000,Airbus,A319,Medium Range,Narrow-body,230.0,12.0,0.0,10.0,12.78,9.39,79.85,29.71,2300.0,3.0,1.0,1.0,0.0,3.0,1.0
56,2022-01-01,12,AA,1084,AA,1084,N559UW,CLT,AUS,2022-01-01 12:58:00,2022-01-01 13:05:00,18,-7,153,1032,0,35.21361,-80.949165,748,CLT,2012,Airbus,A321,Medium Range,Narrow-body,230.0,10.0,0.0,10.0,20.61,18.28,86.48,29.89,900.0,3.0,1.0,0.0,0.0,4.0,0.0
57,2022-01-01,10,AA,1085,AA,1085,N443AA,DFW,LAX,2022-01-01 10:22:00,2022-01-01 10:27:00,21,-5,182,1235,0,32.89722,-97.03778,607,DFW,2021,Airbus,A21N,Medium Range,Narrow-body,0.0,0.0,0.0,4.0,17.78,16.72,93.54,29.61,2800.0,2.0,1.0,0.0,0.0,4.0,1.0
58,2022-01-01,11,AA,1086,AA,1086,N808NN,LAX,AUS,2022-01-01 11:53:00,2022-01-01 11:55:00,14,-2,142,1242,0,33.9425,-118.40806,125,LAX,2009,Boeing,B738,Medium Range,Narrow-body,340.0,6.0,0.0,10.0,10.61,3.89,63.12,29.94,2100.0,3.0,1.0,0.0,0.0,3.0,0.0
59,2022-01-01,8,AA,1088,AA,1088,N338PK,RDU,MIA,2022-01-01 08:38:00,2022-01-01 08:40:00,12,-2,97,700,0,35.877777,-78.7875,435,RDU,2017,Boeing,B738,Medium Range,Narrow-body,210.0,7.0,0.0,9.0,17.78,17.22,96.55,29.91,800.0,4.0,1.0,0.0,1.0,3.0,0.0
60,2022-01-01,15,AA,1091,AA,1091,N419AN,MIA,DFW,2022-01-01 15:30:00,2022-01-01 15:30:00,17,0,159,1121,0,25.795279,-80.29,8,MIA,2020,Airbus,A21N,Medium Range,Narrow-body,140.0,9.0,19.0,10.0,26.11,21.11,73.97,30.12,2700.0,2.0,1.0,0.0,0.0,3.0,0.0
61,2022-01-01,12,AA,1092,AA,1092,N764US,DFW,TUL,2022-01-01 12:28:00,2022-01-01 12:35:00,16,-7,39,237,0,32.89722,-97.03778,607,DFW,2000,Airbus,A319,Medium Range,Narrow-body,360.0,4.0,0.0,7.0,17.22,16.11,93.18,29.62,3700.0,1.0,1.0,0.0,0.0,4.0,1.0
62,2022-01-01,14,AA,1092,AA,1092,N764US,TUL,DFW,2022-01-01 14:21:00,2022-01-01 14:24:00,43,-3,54,237,0,36.198334,-95.888054,677,TUL,2000,Airbus,A319,Medium Range,Narrow-body,330.0,12.0,0.0,6.0,4.39,3.89,96.55,29.64,600.0,1.0,1.0,0.0,0.0,4.0,1.0
63,2022-01-01,11,AA,1094,AA,1094,N876NN,CLT,RSW,2022-01-01 11:03:00,2022-01-01 10:58:00,11,5,84,600,0,35.21361,-80.949165,748,CLT,2011,Boeing,B738,Medium Range,Narrow-body,230.0,11.0,0.0,4.0,20.0,18.89,93.32,29.88,900.0,1.0,1.0,0.0,0.0,4.0,1.0
64,2022-01-01,19,AA,1095,AA,1095,N918NN,DFW,SAT,2022-01-01 19:44:00,2022-01-01 19:49:00,29,-5,52,247,0,32.89722,-97.03778,607,DFW,2013,Boeing,B738,Medium Range,Narrow-body,310.0,10.0,0.0,10.0,21.11,13.28,60.89,29.63,3000.0,2.0,1.0,0.0,1.0,3.0,0.0
65,2022-01-01,10,AA,1096,AA,1096,N942AN,EWR,DFW,2022-01-01 10:41:00,2022-01-01 10:32:00,12,9,222,1372,0,40.6925,-74.16861,18,EWR,2000,Boeing,B738,Medium Range,Narrow-body,0.0,0.0,0.0,5.0,10.0,9.39,95.98,29.85,500.0,1.0,1.0,0.0,0.0,4.0,1.0
66,2022-01-01,9,AA,1099,AA,1099,N174US,PHL,DFW,2022-01-01 09:05:00,2022-01-01 08:34:00,19,31,203,1303,0,39.871944,-75.240555,36,PHL,2001,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,1.5,11.11,10.0,92.86,29.85,300.0,1.0,1.0,0.0,0.0,4.0,1.0
67,2022-01-01,15,AA,1100,AA,1100,N925AN,BNA,DFW,2022-01-01 15:46:00,2022-01-01 15:39:00,17,7,119,631,0,36.124443,-86.678055,599,BNA,1999,Boeing,B738,Medium Range,Narrow-body,190.0,14.0,24.0,10.0,22.78,16.72,68.66,29.73,2700.0,3.0,1.0,0.0,0.0,3.0,0.0
68,2022-01-01,12,AA,1100,AA,1100,N925AN,DFW,BNA,2022-01-01 12:58:00,2022-01-01 12:57:00,22,1,73,631,0,32.89722,-97.03778,607,DFW,1999,Boeing,B738,Medium Range,Narrow-body,360.0,4.0,0.0,7.0,17.22,16.11,93.18,29.62,3700.0,1.0,1.0,0.0,0.0,4.0,1.0
69,2022-01-01,12,AA,1101,AA,1101,N176UW,ORD,TPA,2022-01-01 12:49:00,2022-01-01 12:50:00,21,-1,135,1011,0,41.976944,-87.90806,672,ORD,2001,Airbus,A321,Medium Range,Narrow-body,10.0,13.0,0.0,7.0,1.11,-1.11,85.11,29.78,1200.0,1.0,1.0,0.0,0.0,4.0,0.0
70,2022-01-01,9,AA,1103,AA,1103,N933NN,BNA,DFW,2022-01-01 09:19:00,2022-01-01 09:22:00,10,-3,111,631,0,36.124443,-86.678055,599,BNA,2013,Boeing,B738,Medium Range,Narrow-body,210.0,10.0,23.0,10.0,22.78,17.22,70.87,29.75,2200.0,2.0,1.0,0.0,0.0,4.0,0.0
71,2022-01-01,0,AA,1106,AA,1106,N896NN,DFW,ORD,2022-01-01 00:00:00,2022-01-01 19:45:00,0,0,0,801,2,32.89722,-97.03778,607,DFW,2012,Boeing,B738,Medium Range,Narrow-body,,,,,,,,,,,,,,,
72,2022-01-01,11,AA,1107,AA,1107,N839AW,DCA,ORD,2022-01-01 11:36:00,2022-01-01 09:36:00,11,120,98,612,0,38.851387,-77.03778,15,DCA,2006,Airbus,A319,Medium Range,Narrow-body,190.0,5.0,0.0,5.0,13.89,12.22,89.68,29.82,500.0,1.0,1.0,0.0,0.0,4.0,1.0
73,2022-01-01,8,AA,1109,AA,1109,N9011P,ORD,STT,2022-01-01 08:16:00,2022-01-01 08:10:00,15,6,240,2115,0,41.976944,-87.90806,672,ORD,2013,Airbus,A319,Medium Range,Narrow-body,360.0,13.0,0.0,2.0,1.72,0.0,88.33,29.74,500.0,1.0,1.0,0.0,0.0,4.0,1.0
74,2022-01-01,6,AA,1110,AA,1110,N821AW,DSM,CLT,2022-01-01 06:40:00,2022-01-01 06:37:00,19,3,109,815,0,41.53417,-93.657776,958,DSM,2000,Airbus,A319,Medium Range,Narrow-body,340.0,19.0,27.0,7.0,-11.11,-13.28,84.01,29.93,1300.0,2.0,1.0,0.0,0.0,4.0,1.0
75,2022-01-01,18,AA,1113,AA,1113,N956AN,FLL,LAX,2022-01-01 18:50:00,2022-01-01 18:09:00,15,41,308,2343,0,26.071667,-80.14972,9,FLL,2001,Boeing,B738,Medium Range,Narrow-body,150.0,11.0,0.0,10.0,27.22,21.11,69.28,30.06,3000.0,2.0,1.0,0.0,0.0,3.0,0.0
76,2022-01-01,0,AA,1114,AA,1114,N960NN,MIA,ORD,2022-01-01 00:00:00,2022-01-01 22:30:00,0,0,0,1197,2,25.795279,-80.29,8,MIA,2014,Boeing,B738,Medium Range,Narrow-body,,,,,,,,,,,,,,,
77,2022-01-01,6,AA,1115,AA,1115,N90024,RDU,PHL,2022-01-01 06:42:00,2022-01-01 06:50:00,16,-8,55,337,0,35.877777,-78.7875,435,RDU,2014,Airbus,A319,Medium Range,Narrow-body,220.0,10.0,0.0,10.0,18.89,16.11,83.91,29.93,2000.0,4.0,1.0,1.0,1.0,4.0,0.0
78,2022-01-01,14,AA,1116,AA,1116,N157UW,LAX,BNA,2022-01-01 14:51:00,2022-01-01 14:44:00,19,7,203,1797,0,33.9425,-118.40806,125,LAX,2013,Airbus,A321,Medium Range,Narrow-body,350.0,9.0,0.0,10.0,10.0,0.0,49.81,30.01,2600.0,1.0,1.0,0.0,0.0,2.0,0.0
79,2022-01-01,11,AA,1118,AA,1118,N747UW,BNA,DFW,2022-01-01 11:00:00,2022-01-01 11:07:00,11,-7,108,631,0,36.124443,-86.678055,599,BNA,2000,Airbus,A319,Medium Range,Narrow-body,220.0,9.0,20.0,10.0,22.78,16.11,66.04,29.75,2600.0,4.0,1.0,1.0,0.0,4.0,0.0
